location_id,year,subregion,elevation_m,latitude,longitude,heat_days_30,heat_days_35,heat_days_38,max_summer_tmax,mean_summer_tmax,heatwave_max_streak,gdd_growing_season,spring_frost_days,spring_severe_frost_days,min_spring_tmin,annual_precip_mm,summer_precip_mm,dry_days,max_consecutive_dry_days,climate_stress_year,tc_vpd_summer_mean,tc_vpd_growing_mean,tc_def_summer_sum,tc_def_growing_sum,tc_soil_summer_min,tc_soil_growing_min,tc_ppt_summer_sum,tc_ppt_growing_sum,heat_trigger,frost_trigger,drought_trigger,model_stress_probability
BC01,2012,Baixo Corgo,145,41.1645,-7.912,9,0,0,32.8,23.344565217391303,0,1212.1,3,0,-0.8,887.5999999999999,83.4,254,47,1,1.04,0.86,278.20000000000005,328.00000000000006,24.6,19.9,62.0,504.50000000000006,0,0,1,0.7080421124199933
BC01,2013,Baixo Corgo,145,41.1645,-7.912,24,2,0,35.4,25.972826086956523,2,1415.9,6,2,-3.2,1423.7000000000005,39.5,247,33,1,1.4733333333333334,1.0857142857142856,405.2000000000001,470.6,20.700000000000003,17.3,34.0,449.9,0,0,0,0.7335775990430307
BC01,2014,Baixo Corgo,145,41.1645,-7.912,3,0,0,30.2,23.376086956521743,0,1292.7,1,0,-1.1,1691.4,110.5,214,24,0,1.0333333333333334,0.8542857142857143,292.90000000000003,316.0,21.8,21.8,79.50000000000001,583.5,0,0,0,0.1143302891856414
BC01,2015,Baixo Corgo,145,41.1645,-7.912,12,0,0,32.7,25.695652173913043,0,1402.4,3,0,-0.9,898.9000000000001,60.6,269,38,0,1.27,1.0014285714285711,379.6,433.0,18.7,16.5,54.7,499.7000000000001,0,0,0,0.1294941348973607
BC01,2016,Baixo Corgo,145,41.1645,-7.912,27,0,0,34.2,26.53152173913043,0,1456.8,5,0,-1.3,1513.8000000000002,53.7,246,41,0,1.47,1.0514285714285714,350.6,426.4,22.9,18.8,44.900000000000006,586.3000000000001,0,0,0,0.49510462779611836
BC01,2017,Baixo Corgo,145,41.1645,-7.912,27,1,0,35.0,26.57608695652174,1,1689.8000000000002,1,0,-1.4,685.4,38.8,284,50,1,1.3233333333333333,1.1514285714285712,397.3,575.4,18.1,13.5,54.8,214.8,0,0,1,0.9826086956521738
BC01,2018,Baixo Corgo,145,41.1645,-7.912,20,4,0,37.4,25.219565217391303,4,1528.1,2,0,-1.6,1133.4,143.3,243,50,1,1.0833333333333333,0.9485714285714284,245.1,359.6000000000001,25.5,19.8,130.60000000000002,423.6,0,0,1,1.0
BC01,2019,Baixo Corgo,145,41.1645,-7.912,8,0,0,33.0,24.32282608695652,0,1377.5,1,0,-0.1,1316.8000000000002,111.6,247,20,0,1.0366666666666668,0.9014285714285716,312.20000000000005,441.1,18.6,15.8,76.80000000000001,446.0,0,0,0,0.08102941176470588
BC01,2020,Baixo Corgo,145,41.1645,-7.912,35,0,0,34.7,26.039130434782606,0,1517.4,0,0,0.1,1023.3,46.0,239,26,0,1.3099999999999998,1.0142857142857145,362.4,434.3,21.4,17.7,49.6,487.4,0,0,0,0.08102941176470588
BC01,2021,Baixo Corgo,145,41.1645,-7.912,14,0,0,33.8,25.142391304347825,0,1366.1,0,0,0.8,1083.8,69.10000000000001,255,25,0,1.15,0.91,328.6,354.20000000000005,21.6,21.6,66.4,491.80000000000007,0,0,0,0.04395604395604395
BC01,2022,Baixo Corgo,145,41.1645,-7.912,47,7,1,38.4,28.10978260869565,4,1727.8000000000002,5,0,-0.4,1074.8,88.5,246,51,1,1.4366666666666668,1.092857142857143,374.5,444.2,18.6,15.8,74.30000000000001,491.2000000000001,0,0,1,1.0
BC01,2023,Baixo Corgo,145,41.1645,-7.912,19,4,1,38.1,26.528260869565216,3,1669.1,3,1,-2.8,1221.8000000000002,107.3,243,30,1,1.18,0.98,322.79999999999995,387.2999999999999,18.4,18.4,111.5,652.4000000000001,0,0,0,0.8267736718967897
BC01,2024,Baixo Corgo,145,41.1645,-7.912,24,5,0,37.5,26.871739130434783,2,1536.1,0,0,1.2,1172.5,78.69999999999999,234,38,1,1.2,0.9228571428571428,310.70000000000005,371.5,23.4,19.1,86.89999999999999,525.7,0,0,0,0.5383931079122133
BC02,1995,Baixo Corgo,285,41.1382,-7.9015,32,1,1,38.1,28.00326086956522,1,1986.3,0,0,0.9,1422.4,95.7,246,41,0,1.25,0.9942857142857144,356.8,448.5,16.7,14.4,77.70000000000002,351.3,0,0,0,0.29641481225921446
BC02,1996,Baixo Corgo,285,41.1382,-7.9015,32,0,0,34.6,27.69347826086956,0,1773.9999999999998,0,0,0.4,1466.9,52.3,225,20,0,1.2733333333333332,0.9257142857142858,352.20000000000005,408.1,22.4,18.4,36.3,326.20000000000005,0,0,0,0.12416666666666668
BC02,1997,Baixo Corgo,285,41.1382,-7.9015,19,0,0,34.4,25.12391304347826,0,1850.3,0,0,5.7,1554.5,233.9,221,40,0,0.8933333333333334,0.8242857142857142,149.60000000000002,230.1,28.1,22.0,179.20000000000002,665.6,0,0,0,0.06666666666666667
BC02,1998,Baixo Corgo,285,41.1382,-7.9015,43,7,0,36.9,28.59130434782609,6,1837.8,0,0,1.6,1031.6,91.6,258,26,1,1.2833333333333332,0.8685714285714285,304.3,316.7,23.8,23.8,74.60000000000001,592.8,0,0,0,0.6454549183900783
BC02,1999,Baixo Corgo,285,41.1382,-7.9015,25,1,0,35.3,27.239130434782613,1,1748.2000000000005,0,0,2.3,1273.9,118.7,241,26,0,1.0933333333333335,0.8028571428571428,289.7,301.3,22.5,22.5,81.1,747.7,0,0,0,0.03636363636363636
BC02,2000,Baixo Corgo,285,41.1382,-7.9015,30,0,0,33.9,26.75869565217392,0,1682.1,0,0,1.5,1600.8000000000002,84.6,231,30,0,1.1733333333333336,0.8414285714285714,314.1,367.0,22.700000000000003,18.6,47.900000000000006,611.6,0,0,0,0.03636363636363636
BC02,2001,Baixo Corgo,285,41.1382,-7.9015,30,1,0,35.7,26.801086956521736,1,1800.6,0,0,2.3,1619.3999999999996,99.7,244,42,1,1.0666666666666669,0.8814285714285715,316.0,410.7000000000001,21.6,17.900000000000002,65.30000000000001,452.3,0,0,1,0.5165115363071691
BC02,2002,Baixo Corgo,285,41.1382,-7.9015,21,0,0,34.0,26.81086956521739,0,1688.4000000000003,0,0,1.3,1392.8,70.0,236,19,0,1.09,0.812857142857143,331.9,372.4,20.8,20.8,58.7,506.4,0,0,0,0.023529411764705882
BC02,2003,Baixo Corgo,285,41.1382,-7.9015,40,12,0,37.3,27.971739130434784,7,1900.5,0,0,3.5,1346.0,156.8,240,16,1,1.1566666666666665,0.9314285714285714,305.6,428.9,18.6,15.8,104.6,569.0,0,0,0,0.9603174603174605
BC02,2004,Baixo Corgo,285,41.1382,-7.9015,21,0,0,34.8,27.533695652173908,0,1841.2,2,0,-2.0,851.6999999999999,162.2,274,29,0,1.163333333333333,0.9185714285714284,311.59999999999997,417.1,20.6,17.2,99.4,492.8,0,0,0,0.12416666666666668
BC02,2005,Baixo Corgo,285,41.1382,-7.9015,52,7,0,37.2,29.642391304347825,3,2038.1,5,1,-2.5,839.2,36.5,277,39,1,1.55,1.1114285714285714,418.0,520.9000000000001,21.700000000000003,17.900000000000002,27.500000000000004,466.2000000000001,0,0,0,0.9668764867751761
BC02,2006,Baixo Corgo,285,41.1382,-7.9015,47,6,0,36.4,28.65652173913043,3,2056.6000000000004,1,0,-0.6,1375.5,106.8,256,28,0,1.413333333333333,1.042857142857143,357.6,423.1,18.6,18.2,92.1,605.0000000000001,0,0,0,0.34027446138202155
BC02,2007,Baixo Corgo,285,41.1382,-7.9015,20,1,0,35.7,25.50434782608696,1,1736.8000000000002,0,0,1.4,733.0,150.5,265,26,0,1.0333333333333334,0.9214285714285714,263.4,392.4,25.4,17.0,112.9,331.5,0,0,0,0.1468939393939394
BC02,2008,Baixo Corgo,285,41.1382,-7.9015,19,1,0,35.0,26.10869565217392,1,1602.7,0,0,0.6,1030.4,70.5,250,15,0,1.0166666666666668,0.8014285714285714,288.6,324.20000000000005,22.700000000000003,16.7,45.400000000000006,511.1,0,0,0,0.015384615384615385
BC02,2009,Baixo Corgo,285,41.1382,-7.9015,34,0,0,34.0,27.094565217391303,0,1876.6,0,0,2.1,1327.6,137.10000000000002,249,33,0,1.1133333333333333,0.9828571428571428,314.4,476.6,17.900000000000002,15.3,95.9,369.8,0,0,0,0.12416666666666668
BC02,2010,Baixo Corgo,285,41.1382,-7.9015,50,4,0,36.6,28.927173913043475,2,1960.6000000000004,2,0,-0.8,1331.8000000000002,76.4,240,45,1,1.4533333333333334,1.072857142857143,369.5,485.3,20.700000000000003,17.3,70.30000000000001,438.0,0,0,1,0.8708437761069341
BC02,2011,Baixo Corgo,285,41.1382,-7.9015,30,3,0,36.1,26.939130434782605,2,2063.4,0,0,0.4,999.9,49.5,263,37,0,1.18,1.0571428571428574,374.0,473.9,20.5,17.1,41.6,365.1,0,0,0,0.08102941176470588
BC02,2012,Baixo Corgo,285,41.1382,-7.9015,31,2,0,35.6,26.15217391304348,1,1705.6,0,0,1.8,887.5999999999999,83.4,254,47,1,1.04,0.86,278.20000000000005,328.00000000000006,24.6,19.9,62.0,504.50000000000006,0,0,1,0.65027242836465
BC02,2013,Baixo Corgo,285,41.1382,-7.9015,46,8,0,37.8,28.625,5,1922.1,1,0,-0.7,1423.7000000000005,39.5,247,33,1,1.4733333333333334,1.0857142857142856,405.2000000000001,470.6,20.700000000000003,17.3,34.0,449.9,0,0,0,0.8201642327771784
BC02,2014,Baixo Corgo,285,41.1382,-7.9015,19,0,0,32.8,26.079347826086963,0,1830.2,0,0,1.3,1691.4,110.5,214,24,0,1.0333333333333334,0.8542857142857143,292.90000000000003,316.0,21.8,21.8,79.50000000000001,583.5,0,0,0,0.06666666666666667
BC02,2015,Baixo Corgo,285,41.1382,-7.9015,34,1,0,35.5,28.42934782608696,1,1964.5,0,0,2.0,898.9000000000001,60.6,269,38,0,1.27,1.0014285714285711,379.6,433.0,18.7,16.5,54.7,499.7000000000001,0,0,0,0.1294941348973607
BC02,2016,Baixo Corgo,285,41.1382,-7.9015,56,11,0,36.7,29.180434782608696,3,1979.9,0,0,1.8,1513.8000000000002,53.7,246,41,1,1.47,1.0514285714285714,350.6,426.4,22.9,18.8,44.900000000000006,586.3000000000001,0,0,0,0.8708437761069341
BC02,2017,Baixo Corgo,285,41.1382,-7.9015,43,6,0,36.7,28.296739130434784,3,2055.5,0,0,0.4,685.4,38.8,284,50,1,1.3233333333333333,1.1514285714285712,397.3,575.4,18.1,13.5,54.8,214.8,0,0,1,0.9833333333333332
BC02,2018,Baixo Corgo,285,41.1382,-7.9015,38,4,2,39.1,26.942391304347822,4,1864.4,0,0,0.1,1133.4,143.3,243,50,1,1.0833333333333333,0.9485714285714284,245.1,359.6000000000001,25.5,19.8,130.60000000000002,423.6,0,0,1,1.0
BC02,2019,Baixo Corgo,285,41.1382,-7.9015,23,0,0,34.7,26.042391304347827,0,1725.1,0,0,1.6,1316.8000000000002,111.6,247,20,0,1.0366666666666668,0.9014285714285716,312.20000000000005,441.1,18.6,15.8,76.80000000000001,446.0,0,0,0,0.08636363636363636
BC02,2020,Baixo Corgo,285,41.1382,-7.9015,47,4,0,36.4,27.77065217391305,1,1883.3,0,0,1.8,1023.3,46.0,239,26,0,1.3099999999999998,1.0142857142857145,362.4,434.3,21.4,17.7,49.6,487.4,0,0,0,0.1294941348973607
BC02,2021,Baixo Corgo,285,41.1382,-7.9015,27,2,0,35.5,26.867391304347827,1,1730.3,0,0,2.5,1083.8,69.10000000000001,255,25,0,1.15,0.91,328.6,354.20000000000005,21.6,21.6,66.4,491.80000000000007,0,0,0,0.08102941176470588
BC02,2022,Baixo Corgo,285,41.1382,-7.9015,59,17,6,40.1,29.83478260869565,6,2082.7,0,0,1.3,1074.8,88.5,246,51,1,1.4366666666666668,1.092857142857143,374.5,444.2,18.6,15.8,74.30000000000001,491.2000000000001,1,0,1,1.0
BC02,2023,Baixo Corgo,285,41.1382,-7.9015,38,5,3,39.8,28.25434782608696,3,2038.5,1,0,-1.1,1221.8000000000002,107.3,243,30,0,1.18,0.98,322.79999999999995,387.2999999999999,18.4,18.4,111.5,652.4000000000001,0,0,0,0.4971604969081958
BC02,2024,Baixo Corgo,285,41.1382,-7.9015,40,5,1,39.2,28.59782608695652,2,1890.0,0,0,2.9,1172.5,78.69999999999999,234,38,0,1.2,0.9228571428571428,310.70000000000005,371.5,23.4,19.1,86.89999999999999,525.7,0,0,0,0.45431826231181205
BC03,1995,Baixo Corgo,110,41.1748,-7.7905,38,1,1,38.8,28.77391304347826,1,2130.8,0,0,1.6,1069.7000000000005,94.4,254,40,0,1.1266666666666667,0.9414285714285714,350.4,447.5,13.6,11.8,77.7,349.5,0,0,0,0.07288461538461538
BC03,1996,Baixo Corgo,110,41.1748,-7.7905,41,2,0,35.4,28.53260869565218,2,1922.6,0,0,0.6,1198.1,47.6,230,17,0,1.1666666666666667,0.8757142857142856,347.8,400.2999999999999,19.4,15.9,38.8,328.7,0,0,0,0.060526315789473685
BC03,1997,Baixo Corgo,110,41.1748,-7.7905,27,2,0,35.5,25.90978260869565,2,2008.5,0,0,6.1,1216.6999999999998,192.5,232,41,0,0.7866666666666667,0.78,151.8,232.6,24.0,18.8,171.4,655.0,0,0,0,0.015384615384615385
BC03,1998,Baixo Corgo,110,41.1748,-7.7905,53,11,2,38.1,29.40217391304348,6,1970.2,0,0,1.9,788.1,77.19999999999999,263,26,0,1.1666666666666667,0.8157142857142857,307.20000000000005,317.40000000000003,19.5,19.5,70.1,586.1,0,0,0,0.1468939393939394
BC03,1999,Baixo Corgo,110,41.1748,-7.7905,36,3,0,36.2,27.992391304347827,1,1885.6,0,0,2.7,963.1,97.0,259,28,0,0.99,0.7557142857142859,290.4,300.3,19.4,19.4,79.7,748.2,0,0,0,0.015384615384615385
BC03,2000,Baixo Corgo,110,41.1748,-7.7905,36,1,0,34.8,27.55978260869565,1,1821.9,0,0,2.6,1217.4,52.7,241,30,0,1.07,0.7928571428571428,319.8,371.0,19.6,16.1,41.7,603.1,0,0,0,0.010526315789473684
BC03,2001,Baixo Corgo,110,41.1748,-7.7905,39,3,0,36.4,27.65869565217391,2,1946.1,0,0,3.0,1217.1999999999998,85.00000000000001,255,42,0,0.9666666666666668,0.8314285714285715,321.1,409.2,18.1,15.1,64.30000000000001,447.6,0,0,0,0.06802631578947368
BC03,2002,Baixo Corgo,110,41.1748,-7.7905,27,0,0,34.6,27.62173913043478,0,1831.5,0,0,0.8,1098.0,57.3,242,20,0,0.9866666666666668,0.7614285714285715,334.6,374.6,17.400000000000002,17.400000000000002,56.00000000000001,514.4000000000001,0,0,0,0.0
BC03,2003,Baixo Corgo,110,41.1748,-7.7905,48,17,3,38.3,28.81086956521739,14,2050.9,0,0,4.4,1072.4,125.3,249,29,1,1.0566666666666666,0.8857142857142859,302.1,429.4,16.1,13.7,101.3,575.2,0,0,0,0.9603174603174605
BC03,2004,Baixo Corgo,110,41.1748,-7.7905,34,2,0,35.7,28.37391304347825,2,1990.4,2,1,-2.1,617.0,102.4,282,27,0,1.0599999999999998,0.8728571428571428,320.9,422.0,17.1,14.4,90.6,475.1,0,0,0,0.08102941176470588
BC03,2005,Baixo Corgo,110,41.1748,-7.7905,58,10,0,37.6,30.50543478260869,3,2184.6,5,2,-2.3,659.8,24.3,284,39,0,1.46,1.0742857142857145,426.2000000000001,527.4000000000001,18.3,15.2,25.5,471.1,0,0,0,0.8548437761069341
BC03,2006,Baixo Corgo,110,41.1748,-7.7905,55,9,0,37.7,29.52173913043478,4,2209.1000000000004,0,0,-0.0,1075.9,93.4,260,27,0,1.2933333333333334,0.9871428571428572,349.6,422.1,16.1,16.1,91.6,619.0,0,0,0,0.24615681432319803
BC03,2007,Baixo Corgo,110,41.1748,-7.7905,26,3,0,37.0,26.310869565217395,2,1884.6,0,0,2.1,562.1,105.7,279,46,1,0.9333333333333332,0.8714285714285716,269.20000000000005,385.4,20.700000000000003,14.2,103.90000000000002,334.50000000000006,0,0,1,0.810984126984127
BC03,2008,Baixo Corgo,110,41.1748,-7.7905,25,1,0,36.5,26.89130434782609,1,1746.4,0,0,0.5,781.5000000000001,41.3,252,17,0,0.9233333333333332,0.7599999999999999,294.6,323.20000000000005,19.6,14.5,40.8,500.6,0,0,0,0.0
BC03,2009,Baixo Corgo,110,41.1748,-7.7905,41,3,0,35.1,27.938043478260862,1,2018.1,0,0,2.7,983.0,91.2,259,33,0,1.0266666666666666,0.9485714285714286,322.1,494.4,15.2,13.0,84.5,354.1,0,0,0,0.06802631578947368
BC03,2010,Baixo Corgo,110,41.1748,-7.7905,63,13,0,37.7,29.72826086956522,5,2105.6,1,0,-0.4,1098.4,65.60000000000001,250,45,1,1.3233333333333333,1.0071428571428571,363.5,471.7,17.7,14.8,68.89999999999999,448.6,0,0,1,0.8820239003305363
BC03,2011,Baixo Corgo,110,41.1748,-7.7905,44,6,0,37.5,27.73260869565218,2,2211.2,0,0,0.6,826.9000000000001,47.2,271,24,0,1.0766666666666669,1.0057142857142858,370.0,462.2000000000001,17.2,14.5,44.3,379.7999999999999,0,0,0,0.07288461538461538
BC03,2012,Baixo Corgo,110,41.1748,-7.7905,40,4,0,36.2,26.89673913043478,2,1833.9,0,0,2.3,676.3,56.7,265,30,0,0.96,0.8185714285714285,289.30000000000007,338.80000000000007,19.5,16.0,56.6,494.80000000000007,0,0,0,0.010526315789473684
BC03,2013,Baixo Corgo,110,41.1748,-7.7905,57,13,3,38.8,29.45108695652174,6,2059.3,1,0,-0.2,1043.0,28.6,258,38,0,1.356666666666667,1.0257142857142856,409.0,468.2000000000001,17.2,14.5,30.5,442.0,0,0,0,0.8548437761069341
BC03,2014,Baixo Corgo,110,41.1748,-7.7905,23,1,0,34.1,26.91195652173913,1,1985.2000000000005,0,0,2.2,1291.1999999999998,68.00000000000001,232,24,0,0.9466666666666668,0.8142857142857143,304.8,326.2,18.7,18.7,68.5,572.9,0,0,0,0.0
BC03,2015,Baixo Corgo,110,41.1748,-7.7905,49,4,0,36.4,29.2695652173913,2,2106.9000000000005,0,0,2.3,680.2,57.6,281,37,0,1.1733333333333331,0.9571428571428572,372.8,437.2,15.9,13.6,56.8,495.5,0,0,0,0.06802631578947368
BC03,2016,Baixo Corgo,110,41.1748,-7.7905,63,15,1,37.5,30.0,5,2122.3,0,0,2.2,1214.8,45.4,245,40,1,1.3533333333333335,0.9928571428571428,351.40000000000003,422.7000000000001,19.6,16.1,43.900000000000006,599.7,0,0,0,0.8708437761069341
BC03,2017,Baixo Corgo,110,41.1748,-7.7905,65,16,3,38.8,30.41195652173913,6,2354.0,0,0,0.9,548.1,27.1,298,49,1,1.2266666666666668,1.112857142857143,396.7000000000001,576.9,14.1,10.8,55.6,211.2,0,0,1,0.9828919108350368
BC03,2018,Baixo Corgo,110,41.1748,-7.7905,63,12,4,41.3,29.05869565217392,6,2152.0,0,0,1.9,907.5,106.1,258,46,1,0.9666666666666668,0.8971428571428571,245.6,353.6,21.5,17.3,131.5,423.7000000000001,0,0,1,0.9826086956521738
BC03,2019,Baixo Corgo,110,41.1748,-7.7905,52,4,0,37.8,28.50434782608696,2,2017.2,0,0,1.9,908.6,77.9,262,27,0,0.95,0.8642857142857142,310.30000000000007,447.7999999999999,16.1,13.7,74.60000000000001,427.0,0,0,0,0.060526315789473685
BC03,2020,Baixo Corgo,110,41.1748,-7.7905,67,17,1,39.4,30.05326086956521,3,2179.9,0,0,3.9,806.7,33.099999999999994,254,34,1,1.2133333333333334,0.9671428571428572,367.5,430.8,18.1,15.1,45.1,491.4,0,0,0,0.24968325791855203
BC03,2021,Baixo Corgo,110,41.1748,-7.7905,45,7,0,37.7,29.26630434782609,2,2041.0,0,0,3.3,791.4000000000001,54.2,266,29,0,1.0566666666666666,0.8671428571428572,333.1,359.79999999999995,18.1,18.1,65.3,491.6,0,0,0,0.06802631578947368
BC03,2022,Baixo Corgo,110,41.1748,-7.7905,76,39,15,43.6,32.542391304347824,12,2429.0000000000005,0,0,1.3,855.3,65.0,255,49,1,1.3633333333333333,1.0757142857142858,370.80000000000007,455.7000000000001,16.1,13.7,72.7,481.00000000000006,1,0,1,1.0
BC03,2023,Baixo Corgo,110,41.1748,-7.7905,71,12,4,42.4,30.52173913043478,5,2355.8,0,0,1.6,947.2,69.69999999999999,258,30,0,1.0766666666666669,0.9371428571428572,318.70000000000005,390.1,15.1,15.1,109.9,648.7,0,0,0,0.4774209832304866
BC03,2024,Baixo Corgo,110,41.1748,-7.7905,59,15,5,41.2,30.94347826086956,4,2174.9,0,0,2.1,895.9000000000001,50.900000000000006,252,65,1,1.096666666666667,0.87,313.4,370.5,18.7,15.5,85.2,520.9,1,0,1,0.9833333333333332
BC04,1995,Baixo Corgo,210,41.151,-7.7823,44,3,1,39.2,29.22391304347826,1,2230.4,0,0,2.1,1069.7000000000005,94.4,254,40,0,1.13,0.9528571428571428,351.9,459.1,13.4,11.7,78.5,347.90000000000003,0,0,0,0.10375668449197861
BC04,1996,Baixo Corgo,210,41.151,-7.7823,43,5,0,35.9,28.98152173913044,4,2023.6,0,0,1.0,1198.1,47.6,230,17,0,1.1700000000000002,0.8842857142857143,351.7,406.9,19.1,15.7,38.900000000000006,326.90000000000003,0,0,0,0.10375668449197861
BC04,1997,Baixo Corgo,210,41.151,-7.7823,32,3,0,35.9,26.365217391304352,2,2110.6,0,0,6.5,1216.6999999999998,192.5,232,41,0,0.7966666666666667,0.7928571428571428,160.1,241.6,23.1,18.3,171.5,654.3000000000001,0,0,0,0.08102941176470588
BC04,1998,Baixo Corgo,210,41.151,-7.7823,56,13,3,38.5,29.845652173913045,6,2068.4,0,0,2.4,788.1,77.19999999999999,263,26,0,1.1700000000000002,0.8271428571428572,307.70000000000005,317.1,19.3,19.3,71.5,581.2,0,0,0,0.15979716520039103
BC04,1999,Baixo Corgo,210,41.151,-7.7823,40,4,0,36.6,28.43913043478261,2,1984.8,0,0,3.1,963.1,97.0,259,28,0,0.9966666666666666,0.7657142857142857,295.6,306.30000000000007,19.200000000000003,19.200000000000003,78.80000000000001,738.0,0,0,0,0.06538461538461539
BC04,2000,Baixo Corgo,210,41.151,-7.7823,42,4,0,35.3,28.017391304347825,1,1921.4,0,0,3.0,1217.4,52.7,241,30,0,1.08,0.8071428571428572,324.3,377.6,19.3,15.9,40.8,592.2,0,0,0,0.010526315789473684
